5,9,5,21,7,9,102,54 ``
6,9,6,37,7,9,16,46 ``
18,9,18,45,19,9,29,36 ``
31,9,31,41,32,9,39,35 ``
41,9,41,40,42,9,47,56 ``
49,9,49,33,50,9,56,42 ``
58,9,58,38,59,9,63,37 ``
65,9,65,23,66,9,100,11 ``
104,9,104,44,105,9,113,10 ``
115,9,115,44,116,9,124,10 ``
126,9,127,43,128,9,136,10 ``
138,9,138,37,139,9,153,10 ``
141,13,141,47,142,13,142,54 ``
143,13,143,47,144,13,144,54 ``
145,13,145,19,146,13,146,29 ``
147,13,147,38,148,13,148,39 ``
149,13,149,46,150,13,151,29 ``
155,9,155,39,156,9,166,10 ``
168,9,168,43,169,9,183,10 ``
172,13,172,37,173,13,173,41 ``
179,17,179,42,180,17,180,49 ``
185,9,185,24,186,9,201,10 ``
205,13,205,18,206,13,208,33 ``
209,13,209,37,210,13,210,42 ``
211,13,211,38,212,13,212,35 ``
213,13,213,37,214,13,214,31 ``
215,13,215,30,216,13,216,41 ``
217,13,217,19,218,13,218,36 ``
225,13,225,23,226,13,226,33 ``
232,13,232,30,233,13,233,42 ``
235,13,235,35,236,13,236,52 ``
246,13,246,25,247,13,249,14 ``
251,13,251,27,252,13,253,53 ``
251,13,251,27,252,13,253,53 ``
255,13,255,33,256,13,256,53 ``
263,13,263,30,264,13,264,42 ``
266,13,266,35,267,13,267,52 ``
277,13,277,25,278,13,280,14 ``
282,13,282,27,283,13,284,53 ``
