5,1,6,47,7,1,14,2 ``
16,1,19,45,20,1,25,2 ``
29,5,31,47,32,5,65,6 ``
34,9,36,56,37,9,45,10 ``
41,13,41,46,42,13,42,50 ``
61,9,62,49,63,9,64,40 ``
72,9,72,33,73,9,73,19 ``
77,9,78,49,79,9,79,94 ``
83,13,84,49,85,13,85,48 ``
93,13,94,46,95,13,95,23 ``
98,9,98,30,99,9,99,33 ``
101,9,104,40,105,9,134,10 ``
107,13,107,34,108,13,108,38 ``
111,13,111,35,112,13,113,22 ``
115,13,115,41,116,13,116,47 ``
118,13,119,47,120,13,121,23 ``
123,13,123,51,124,13,124,24 ``
126,13,126,57,127,13,127,25 ``
129,13,129,52,130,13,130,22 ``
132,13,132,52,133,13,133,22 ``
136,9,136,50,137,9,137,29 ``
