40,4,43,8,44,5,47,1 ``
48,4,51,8,52,4,52,40 ``
54,3,56,8,57,5,63,1 ``
64,2,66,8,67,5,119,31 ``
120,9,120,43,149,5,185,45 ``
186,12,186,59,187,12,200,1 ``
201,13,201,59,202,13,204,26 ``
207,13,207,84,207,13,207,84 ``
207,13,207,84,208,13,237,91 ``
238,16,238,46,239,15,250,19 ``
253,13,253,71,254,12,287,95 ``
288,19,288,50,289,20,356,55 ``
358,9,358,32,359,8,374,95 ``
376,17,442,92,376,17,442,92 ``
441,17,441,71,442,17,526,77 ``
529,20,529,62,530,20,556,48 ``
558,21,562,1,558,21,562,1 ``
563,21,563,62,564,20,605,21 ``
607,1,615,8,616,4,627,47 ``
629,5,632,8,633,5,641,57 ``
643,16,645,49,643,16,645,49 ``
648,13,648,80,649,11,655,121 ``
657,17,657,47,658,17,662,1 ``
663,16,663,31,664,16,666,46 ``
671,5,674,8,671,5,674,8 ``
671,5,674,8,675,4,704,19 ``
709,17,709,66,710,16,712,1 ``
708,1,709,66,710,16,713,61 ``
715,17,715,76,716,17,719,73 ``
722,12,722,84,723,13,739,46 ``
747,7,750,12,752,8,772,1 ``
775,12,775,42,776,12,789,49 ``
790,17,790,63,791,17,838,33 ``
841,17,841,46,842,16,865,50 ``
868,12,868,71,869,13,895,79 ``
898,20,898,50,899,20,944,42 ``
947,4,951,8,952,5,966,38 ``
968,9,968,54,969,9,979,1 ``
980,12,980,59,981,13,996,42 ``
999,5,1001,8,1002,5,1013,32 ``
