21,4,23,8,24,5,25,1 ``
26,4,28,8,29,4,30,1 ``
31,5,33,8,34,5,34,41 ``
36,5,38,8,39,4,40,1 ``
41,5,43,8,44,3,45,1 ``
46,5,48,8,49,4,50,1 ``
51,4,53,8,54,4,54,47 ``
56,5,58,8,59,4,59,41 ``
61,5,62,8,61,4,63,8 ``
61,4,63,8,64,5,65,1 ``
66,5,68,8,69,4,69,47 ``
71,4,73,8,74,4,75,1 ``
76,5,78,8,79,4,80,1 ``
81,5,83,8,84,5,84,36 ``
88,5,90,8,91,4,91,44 ``
93,4,97,8,98,4,98,37 ``
99,1,104,8,105,3,106,1 ``
107,4,111,8,112,5,131,32 ``
134,4,136,8,137,4,138,26 ``
141,4,145,8,146,5,147,30 ``
150,4,152,8,153,4,154,26 ``
157,5,161,8,162,3,163,30 ``
165,1,168,8,169,3,170,26 ``
173,4,177,8,178,4,179,25 ``
182,5,184,8,185,5,186,30 ``
189,4,193,8,194,4,196,4 ``
198,5,202,8,203,5,204,36 ``
207,4,211,8,212,4,213,39 ``
216,5,222,8,223,4,224,39 ``
227,5,233,8,234,5,235,29 ``
238,4,242,8,243,4,244,26 ``
247,5,252,8,253,5,258,32 ``
261,5,265,8,266,5,267,36 ``
270,5,274,8,275,4,276,33 ``
278,1,283,8,284,4,285,39 ``
288,5,292,8,293,4,298,30 ``
301,4,306,8,307,5,312,31 ``
315,4,319,8,320,4,325,31 ``
328,4,332,8,333,5,334,61 ``
337,4,342,8,343,5,361,22 ``
364,5,369,8,370,4,375,75 ``
378,4,382,8,383,5,388,26 ``
391,5,393,8,394,5,396,44 ``
399,5,401,8,402,4,404,49 ``
407,3,409,8,410,4,412,44 ``
415,5,417,8,418,4,428,29 ``
430,8,431,93,432,8,446,58 ``
452,8,452,40,453,9,455,28 ``
458,9,458,23,459,8,460,1 ``
461,9,461,30,462,9,465,75 ``
