51,5,55,8,56,4,57,45 ``
60,13,60,40,61,12,61,81 ``
62,12,62,40,63,12,74,48 ``
78,5,83,8,84,4,88,1 ``
89,8,89,36,90,9,90,77 ``
91,9,91,36,92,8,92,77 ``
95,5,103,8,104,4,115,38 ``
118,4,124,8,125,4,136,38 ``
139,5,146,8,147,4,151,58 ``
152,4,159,8,160,4,185,74 ``
188,5,196,8,197,5,201,23 ``
205,5,212,8,213,5,219,41 ``
224,5,227,8,228,4,236,26 ``
239,4,239,98,240,5,242,39 ``
245,4,254,8,255,2,256,73 ``
259,5,268,8,269,4,303,25 ``
305,11,305,33,306,12,309,42 ``
311,17,311,43,312,15,325,37 ``
331,8,331,52,332,9,334,28 ``
337,8,337,37,338,8,340,28 ``
344,1,345,80,346,8,346,63 ``
348,1,354,8,355,4,365,36 ``
368,4,374,8,375,4,382,52 ``
385,4,390,8,391,4,403,33 ``
407,4,412,8,413,3,427,33 ``
431,4,437,8,438,5,444,48 ``
448,4,457,8,458,4,467,85 ``
473,9,474,81,475,8,491,23 ``
496,4,501,8,496,4,501,8 ``
496,4,501,8,502,3,515,38 ``
517,1,520,8,521,4,546,36 ``
547,9,547,54,548,9,564,74 ``
566,9,566,45,567,8,568,1 ``
569,9,571,40,572,8,572,51 ``
574,8,574,80,575,8,576,46 ``
580,12,580,92,581,12,585,34 ``
587,12,587,83,588,12,635,61 ``
637,8,637,45,638,8,638,49 ``
640,9,642,40,643,8,644,1 ``
645,9,645,80,646,9,647,46 ``
651,12,651,92,652,13,656,34 ``
658,13,658,83,659,13,712,77 ``
715,3,722,8,723,4,726,26 ``
729,5,736,8,737,4,739,26 ``
742,5,750,8,751,4,755,3 ``
757,5,765,8,766,4,778,1 ``
16,5,18,8,19,4,20,1 ``
21,5,23,8,24,5,27,39 ``
29,5,31,8,32,5,33,1 ``
34,4,36,8,37,5,37,48 ``
39,5,41,8,42,5,43,1 ``
44,4,46,8,47,4,47,48 ``
49,5,51,8,52,5,52,32 ``
54,4,56,8,57,4,57,32 ``
59,5,61,8,62,5,62,32 ``
64,4,66,8,67,4,67,32 ``
68,1,71,8,72,3,72,38 ``
74,5,76,8,77,4,78,1 ``
79,4,81,8,82,4,82,29 ``
86,4,91,8,93,4,172,28 ``
174,1,179,8,180,3,181,70 ``
184,4,195,8,196,5,206,50 ``
208,1,212,8,213,4,223,50 ``
226,5,229,8,230,4,233,56 ``
236,4,242,8,243,4,253,48 ``
256,5,264,8,265,4,275,54 ``
278,4,284,8,285,5,295,47 ``
298,5,306,8,307,4,318,1 ``
318,1,322,8,323,4,327,21 ``
330,4,333,8,334,4,345,38 ``
347,9,347,46,348,9,353,38 ``
356,5,361,8,362,4,366,21 ``
369,5,374,8,375,5,383,65 ``
384,1,394,8,395,5,406,35 ``
409,4,412,4,412,5,413,1 ``
420,4,422,37,420,4,422,37 ``
424,9,424,67,425,9,431,26 ``
434,4,438,8,439,4,447,57 ``
449,9,449,29,450,9,451,1 ``
452,8,452,29,453,8,475,40 ``
478,4,482,8,483,4,490,56 ``
493,5,497,8,498,3,505,56 ``
507,1,513,8,514,4,525,56 ``
528,4,532,8,533,5,540,56 ``
543,4,547,8,548,4,569,56 ``
572,5,576,8,577,5,578,29 ``
581,4,586,8,588,4,615,41 ``
618,4,620,8,621,5,622,24 ``
625,4,627,8,628,4,645,27 ``
648,5,652,8,653,5,654,24 ``
657,5,661,8,662,4,664,1 ``
666,5,670,8,671,4,673,59 ``
676,4,680,8,681,5,682,59 ``
685,5,690,8,691,4,692,59 ``
695,5,700,8,695,5,700,8 ``
695,4,700,8,701,4,702,56 ``
704,1,710,8,711,3,712,56 ``
714,1,719,8,720,5,721,57 ``
724,5,728,8,729,4,730,37 ``
732,1,737,8,738,4,739,37 ``
742,5,746,8,747,4,748,37 ``
751,5,755,8,756,5,757,37 ``
