4,1,4,29,5,1,5,20 ``
7,1,7,18,8,1,134,2 ``
10,5,10,38,11,5,13,36 ``
14,5,14,26,15,5,15,19 ``
18,5,18,33,19,5,26,6 ``
21,9,21,56,22,9,22,13 ``
69,5,71,26,72,5,94,6 ``
77,9,77,34,78,9,93,10 ``
81,13,81,61,82,13,92,14 ``
86,17,86,54,87,17,88,48 ``
90,17,90,53,91,17,91,56 ``
96,5,96,26,97,5,133,6 ``
102,9,104,47,105,9,105,60 ``
107,9,107,42,108,9,111,10 ``
113,9,113,41,114,9,120,40 ``
122,9,122,55,123,9,123,30 ``
124,9,124,38,126,9,127,32 ``
126,9,127,32,128,9,128,60 ``
136,1,138,36,139,1,172,1 ``
141,5,141,38,142,5,143,21 ``
145,5,145,34,148,5,149,6 ``
151,5,151,21,152,5,157,6 ``
159,5,159,16,160,5,170,6 ``
