3,1,6,4,7,1,349,2 ``
9,5,11,8,12,5,12,22 ``
13,5,15,8,16,5,16,30 ``
17,5,19,8,20,5,20,28 ``
21,5,23,8,24,5,24,28 ``
25,5,27,8,28,5,28,53 ``
38,5,40,8,41,5,41,40 ``
43,5,45,8,46,5,49,6 ``
51,5,53,8,54,5,67,6 ``
59,9,62,12,63,9,66,10 ``
77,5,84,8,85,5,103,6 ``
87,35,87,43,87,9,87,34 ``
89,24,89,78,89,9,89,23 ``
91,38,91,69,91,13,96,14 ``
93,30,93,54,93,17,95,29 ``
99,22,99,50,99,9,101,24 ``
102,19,102,33,102,16,102,17 ``
105,5,112,8,113,5,131,6 ``
115,35,115,43,115,9,115,34 ``
117,24,117,78,117,9,117,23 ``
119,38,119,69,119,13,124,14 ``
127,22,127,50,127,9,129,24 ``
130,19,130,33,130,9,130,18 ``
133,5,139,8,140,5,147,6 ``
149,5,155,8,156,5,163,6 ``
165,5,171,8,172,5,251,6 ``
143,49,143,57,143,13,143,49 ``
144,42,144,49,144,13,144,41 ``
145,41,145,49,145,13,145,40 ``
159,49,159,57,159,13,159,48 ``
160,42,160,49,160,13,160,41 ``
161,41,161,49,161,13,161,40 ``
175,59,175,81,175,9,175,58 ``
176,37,176,69,176,9,176,36 ``
177,55,177,77,177,9,177,54 ``
178,9,178,30,179,9,179,66 ``
180,30,180,74,180,9,182,10 ``
183,9,183,29,184,9,184,65 ``
185,9,185,30,186,9,186,83 ``
188,29,188,60,188,9,188,28 ``
189,30,189,62,189,9,189,29 ``
190,26,190,42,190,9,190,25 ``
192,56,192,80,192,9,192,55 ``
194,9,194,42,192,56,192,80 ``
192,56,192,80,193,9,193,68 ``
197,9,198,70,199,9,208,10 ``
209,9,209,47,210,9,210,60 ``
214,36,214,62,214,13,214,35 ``
215,17,215,49,223,54,223,78 ``
223,9,223,53,223,54,223,78 ``
223,54,223,78,223,53,223,53 ``
223,54,223,78,223,9,223,53 ``
224,9,224,36,225,9,225,23 ``
226,9,226,41,225,9,225,23 ``
233,21,233,78,234,21,234,45 ``
235,25,235,71,236,25,236,43 ``
237,25,237,72,238,25,242,26 ``
253,5,258,8,259,5,307,6 ``
306,24,306,55,306,9,306,23 ``
261,45,261,64,261,9,261,44 ``
263,22,263,57,263,9,263,21 ``
264,22,264,57,264,9,264,21 ``
268,13,268,48,269,13,269,56 ``
270,13,270,48,271,13,271,56 ``
272,13,272,44,273,13,273,71 ``
274,13,274,70,275,13,277,14 ``
285,21,285,56,286,21,286,64 ``
287,21,287,56,288,21,288,64 ``
289,21,289,52,290,21,290,79 ``
291,21,291,78,292,21,301,22 ``
293,25,293,71,294,25,294,43 ``
296,29,296,60,297,29,299,52 ``
306,24,306,55,306,9,306,23 ``
309,5,313,8,314,5,348,6 ``
316,9,316,72,317,8,329,48 ``
337,58,337,79,337,9,337,58 ``
337,9,337,58,342,9,342,29 ``
343,9,343,60,343,9,343,60 ``
