17,5,19,8,20,5,20,32 ``
22,5,24,8,25,5,25,46 ``
27,5,29,8,30,5,30,45 ``
32,5,34,8,35,5,35,46 ``
37,5,39,8,40,5,40,45 ``
51,5,59,6,51,5,59,6 ``
43,5,50,8,51,5,59,6 ``
97,5,101,8,102,5,110,6 ``
135,5,140,8,142,5,144,6 ``
146,5,150,8,151,5,153,6 ``
155,5,160,8,162,5,164,6 ``
166,5,170,8,171,5,174,6 ``
176,5,180,8,181,5,181,39 ``
183,5,186,8,187,5,189,6 ``
201,5,206,8,207,5,212,6 ``
273,9,273,25,274,9,274,30 ``
287,9,287,46,287,9,287,46 ``
338,17,339,45,337,13,341,14 ``
342,17,343,43,341,15,345,14 ``
346,17,346,74,345,15,355,14 ``
349,21,349,47,348,17,351,18 ``
352,21,352,49,351,19,354,18 ``
363,17,363,103,364,17,366,18 ``
368,17,368,105,369,16,371,18 ``
374,13,374,44,375,13,399,14 ``
417,13,417,34,418,13,435,14 ``
424,17,424,49,425,17,432,18 ``
446,5,450,8,451,5,455,6 ``
