6,1,9,4,10,1,611,2 ``
12,5,15,8,16,5,33,7 ``
35,5,38,8,39,5,56,7 ``
58,5,61,8,62,5,79,7 ``
81,5,84,8,85,5,102,7 ``
104,5,107,8,108,5,125,7 ``
127,5,130,8,131,5,148,7 ``
150,5,153,8,173,5,176,8 ``
173,5,176,8,177,5,194,7 ``
196,5,199,8,200,5,217,7 ``
219,5,221,8,222,5,262,6 ``
225,9,225,28,226,9,228,10 ``
226,9,228,10,230,9,230,48 ``
230,9,230,48,231,9,232,49 ``
236,9,236,47,237,9,262,6 ``
243,13,243,60,244,13,246,14 ``
250,13,250,32,251,13,253,14 ``
255,13,255,48,256,13,256,118 ``
264,5,269,8,284,17,320,6 ``
284,9,284,37,285,9,285,29 ``
289,13,289,48,290,13,290,88 ``
292,13,292,54,293,13,301,92 ``
303,12,303,33,304,13,304,46 ``
307,13,307,43,308,13,311,48 ``
313,13,313,39,314,13,317,55 ``
322,5,327,8,328,5,345,6 ``
333,9,333,54,334,9,336,10 ``
338,9,338,36,339,9,342,10 ``
347,5,353,8,354,5,369,6 ``
360,13,360,57,361,13,363,14 ``
371,5,373,8,374,5,376,6 ``
378,5,383,8,384,5,393,6 ``
395,5,400,8,401,5,410,6 ``
412,5,415,8,416,5,445,6 ``
420,9,420,39,421,9,424,32 ``
426,9,426,54,427,9,430,31 ``
432,9,432,53,433,9,436,31 ``
438,9,438,54,439,9,442,32 ``
447,5,450,8,451,5,480,6 ``
455,9,455,39,456,9,459,32 ``
461,9,461,53,462,9,465,31 ``
467,9,467,52,468,9,471,31 ``
473,9,473,53,474,9,477,31 ``
482,5,484,8,485,5,499,6 ``
501,5,504,8,505,5,519,6 ``
521,5,527,8,528,5,548,6 ``
531,9,531,25,532,9,533,1 ``
534,9,534,23,535,9,540,10 ``
542,9,542,23,543,9,545,59 ``
550,4,555,8,556,5,577,6 ``
560,9,560,30,561,9,564,1 ``
565,9,565,30,566,9,571,10 ``
573,9,573,32,574,9,574,60 ``
