33,5,35,8,36,4,37,1 ``
38,4,40,8,41,5,42,1 ``
43,5,45,8,46,5,47,1 ``
47,1,50,8,51,4,69,68 ``
74,9,74,59,77,5,88,46 ``
74,7,74,59,77,5,79,38 ``
84,9,84,61,85,8,125,3 ``
128,29,128,82,129,29,131,71 ``
134,28,134,82,135,28,186,21 ``
199,25,201,76,202,25,250,1 ``
252,5,260,8,261,5,272,34 ``
274,9,274,45,275,9,275,29 ``
277,7,277,31,278,8,283,22 ``
286,5,295,8,296,4,305,85 ``
308,5,315,8,316,5,334,29 ``
337,8,337,22,338,8,342,21 ``
345,5,351,8,352,3,353,1 ``
354,5,359,8,360,5,362,70 ``
365,5,372,8,373,5,374,34 ``
377,5,382,8,383,5,384,31 ``
387,4,392,8,393,4,395,4 ``
397,5,401,8,402,5,403,31 ``
406,5,408,8,409,5,410,27 ``
413,5,415,8,416,5,417,32 ``
413,5,415,8,416,4,417,32 ``
420,5,424,8,425,5,431,60 ``
434,5,438,8,439,5,440,1 ``
441,4,445,8,446,3,446,56 ``
448,4,453,8,454,4,455,1 ``
458,9,458,43,459,9,459,18 ``
464,1,464,43,465,9,465,18 ``
468,5,479,8,480,4,497,30 ``
