22,5,24,8,25,5,25,55 ``
35,5,37,8,38,5,38,45 ``
40,5,42,8,43,5,43,53 ``
45,5,47,8,48,5,48,28 ``
50,5,52,8,53,5,53,26 ``
55,5,57,8,58,5,58,33 ``
60,5,62,8,63,5,63,41 ``
65,5,70,8,71,5,71,51 ``
73,5,75,8,76,5,76,44 ``
78,5,80,8,81,5,81,45 ``
83,5,85,8,86,5,86,44 ``
88,5,90,8,91,5,91,42 ``
95,5,97,8,98,5,98,59 ``
100,5,102,8,103,5,103,55 ``
105,5,107,8,108,5,108,43 ``
110,5,112,8,113,5,113,56 ``
115,5,117,8,118,5,118,55 ``
120,5,122,8,123,5,123,37 ``
125,5,127,8,128,5,128,37 ``
130,5,132,8,133,5,133,46 ``
135,5,137,8,138,5,138,46 ``
140,5,142,8,143,5,143,36 ``
145,5,147,8,148,5,148,36 ``
150,5,152,8,153,5,153,34 ``
158,5,160,8,161,5,163,6 ``
165,5,167,8,168,5,171,6 ``
173,5,175,8,176,5,178,6 ``
180,5,182,8,183,5,186,6 ``
188,5,190,8,191,5,196,6 ``
198,5,202,8,203,5,205,6 ``
207,5,211,8,212,5,214,6 ``
216,5,220,8,221,5,223,6 ``
225,5,229,8,230,5,232,6 ``
234,5,239,8,240,5,242,6 ``
248,5,253,8,254,5,256,6 ``
258,5,263,8,264,5,266,6 ``
268,5,272,8,273,5,275,6 ``
277,5,281,8,282,5,284,6 ``
286,5,291,8,292,5,294,6 ``
296,5,301,8,302,5,304,6 ``
306,5,310,8,311,5,313,6 ``
315,5,319,8,320,5,322,6 ``
324,5,329,8,330,5,332,6 ``
334,5,338,8,339,5,341,6 ``
343,5,348,8,349,5,358,6 ``
360,5,370,8,371,5,375,6 ``
377,5,381,8,382,5,384,6 ``
386,5,390,8,391,5,393,6 ``
395,5,397,8,398,5,400,6 ``
402,5,407,8,408,5,410,6 ``
412,5,414,8,415,5,417,6 ``
419,5,424,8,425,5,429,6 ``
431,5,435,8,436,5,444,6 ``
446,5,450,8,451,5,453,6 ``
455,5,457,8,458,5,460,6 ``
462,5,466,8,467,5,469,6 ``
471,5,476,8,477,5,479,6 ``
485,5,490,8,491,5,491,100 ``
497,5,502,8,503,5,515,6 ``
525,5,533,8,534,5,540,6 ``
542,5,546,8,547,5,555,6 ``
557,5,565,8,566,5,570,6 ``
572,5,578,8,579,5,581,6 ``
583,5,585,8,586,5,588,6 ``
590,5,594,8,595,5,597,6 ``
599,5,603,8,604,5,606,6 ``
609,5,617,8,618,5,622,6 ``
624,5,630,8,631,5,633,6 ``
635,5,637,8,638,5,640,6 ``
642,5,646,8,647,5,649,6 ``
651,5,655,8,656,5,658,6 ``
660,5,662,8,664,5,670,6 ``
672,5,676,8,677,5,679,6 ``
681,5,685,8,686,5,688,6 ``
690,5,694,8,695,5,697,6 ``
695,5,697,6,695,5,697,6 ``
699,5,703,8,704,5,706,6 ``
708,5,716,8,717,5,721,6 ``
723,5,727,8,728,5,731,6 ``
733,5,739,8,740,5,744,6 ``
746,5,750,8,751,5,754,6 ``
756,5,762,8,763,5,783,6 ``
785,5,787,8,788,5,791,6 ``
793,5,795,8,796,5,799,6 ``
801,5,803,8,804,5,807,6 ``
809,5,811,8,812,5,815,6 ``
