16,5,18,8,19,5,19,28 ``
21,5,23,8,24,5,24,29 ``
26,5,28,8,29,5,29,32 ``
31,5,33,8,34,5,34,32 ``
36,5,41,8,42,5,44,6 ``
46,5,52,8,53,5,55,6 ``
57,5,63,8,64,5,66,6 ``
68,5,75,8,76,5,78,6 ``
80,5,85,8,86,5,92,6 ``
94,5,100,8,101,5,107,6 ``
109,5,115,8,116,5,122,6 ``
124,5,131,8,132,5,138,6 ``
140,5,142,8,143,5,148,6 ``
150,5,155,8,156,5,158,6 ``
160,5,164,8,165,5,170,6 ``
172,5,176,8,177,5,180,6 ``
182,5,186,8,187,5,189,6 ``
191,5,195,8,196,5,198,6 ``
200,5,202,8,203,5,206,6 ``
224,5,228,8,229,5,231,6 ``
233,5,237,7,238,5,240,6 ``
264,5,269,8,270,5,281,6 ``
