28,1,32,8,33,5,33,44 ``
35,5,37,8,38,5,38,45 ``
40,5,42,8,43,3,43,48 ``
45,5,47,8,48,5,48,52 ``
50,5,52,8,53,3,54,1 ``
55,5,57,8,58,4,58,50 ``
60,5,62,8,63,5,63,47 ``
65,5,67,8,68,5,68,48 ``
70,4,72,8,73,4,76,1 ``
77,4,80,8,81,4,81,44 ``
82,1,85,8,86,5,87,1 ``
88,5,90,8,91,5,95,38 ``
97,4,100,8,101,4,150,34 ``
152,8,152,48,153,9,161,62 ``
162,1,164,26,165,8,190,18 ``
190,19,190,60,192,8,194,49 ``
196,9,196,63,197,8,197,52 ``
199,9,199,39,200,8,208,34 ``
211,5,213,8,214,5,271,23 ``
276,12,277,107,278,13,287,37 ``
291,5,296,8,297,4,297,45 ``
299,9,299,24,300,7,303,61 ``
305,12,305,73,306,12,309,22 ``
311,1,317,8,318,4,319,55 ``
322,4,328,8,329,5,330,46 ``
333,4,337,8,338,5,345,45 ``
347,9,347,66,348,8,352,26 ``
347,9,347,66,348,9,355,19 ``
355,20,355,50,347,9,347,66 ``
347,9,347,66,348,9,352,26 ``
355,20,355,50,355,9,355,19 ``
358,4,363,8,364,4,373,19 ``
376,5,382,8,383,5,384,28 ``
387,5,392,8,393,4,394,32 ``
397,5,402,8,403,4,404,71 ``
407,4,409,8,410,5,411,39 ``
414,5,419,8,420,5,421,37 ``
424,5,428,8,429,4,430,34 ``
432,1,438,8,439,5,440,26 ``
443,4,447,8,448,5,452,32 ``
455,4,459,8,460,5,461,28 ``
463,1,469,8,470,5,471,40 ``
474,5,478,8,479,5,498,80 ``
501,4,505,8,506,4,507,27 ``
510,5,514,8,515,5,516,81 ``
519,5,523,8,524,4,525,76 ``
528,5,532,8,533,5,535,49 ``
538,5,542,8,543,4,544,85 ``
547,4,552,8,553,4,555,57 ``
558,5,562,8,563,5,564,79 ``
567,3,571,8,572,4,573,77 ``
576,5,581,8,582,4,583,38 ``
586,5,590,8,591,5,592,35 ``
595,5,599,8,600,5,605,27 ``
608,5,615,8,616,5,621,48 ``
624,5,630,8,631,4,632,84 ``
635,5,640,8,641,4,643,36 ``
646,4,650,8,651,1,652,36 ``
655,5,659,8,660,3,661,33 ``
664,4,668,8,669,4,670,78 ``
673,4,677,8,678,4,679,78 ``
682,4,686,8,687,4,688,104 ``
691,5,696,8,697,4,698,38 ``
701,5,706,8,707,5,708,35 ``
711,5,717,8,718,4,719,37 ``
722,5,726,8,727,3,728,34 ``
731,5,735,8,736,4,737,44 ``
740,5,744,8,745,5,750,26 ``
753,4,758,8,759,5,767,35 ``
770,5,774,8,775,5,776,35 ``
779,5,785,8,786,4,797,42 ``
799,8,802,38,799,8,802,38 ``
