6,1,10,4,11,1,243,2 ``
13,5,15,8,16,5,16,34 ``
18,5,20,8,21,5,21,34 ``
23,5,25,8,26,5,26,24 ``
28,5,30,8,31,5,31,24 ``
33,5,35,8,36,5,36,33 ``
38,5,40,8,41,5,41,31 ``
43,5,45,8,46,5,46,34 ``
48,5,50,8,51,5,51,39 ``
53,5,55,8,56,5,56,26 ``
58,5,60,8,61,5,61,26 ``
82,5,88,8,89,5,96,6 ``
98,5,106,8,107,5,110,6 ``
112,5,116,8,117,5,119,6 ``
121,5,125,8,126,5,128,6 ``
130,5,132,8,133,5,135,6 ``
137,5,139,8,140,5,142,6 ``
144,5,148,8,149,5,151,6 ``
157,5,161,8,162,5,164,6 ``
166,5,171,8,172,5,174,6 ``
180,5,184,8,185,5,187,6 ``
189,5,194,8,195,5,198,6 ``
200,5,204,8,205,5,207,6 ``
209,5,213,8,214,5,216,6 ``
218,5,224,8,225,5,236,6 ``
